,_id,name,warband,subfaction,grand_alliance,movement,toughness,wounds,runemarks,points,weapon_1_attacks,weapon_1_dmg_crit,weapon_1_dmg_hit,weapon_1_max_range,weapon_1_min_range,weapon_1_runemark,weapon_1_strength,weapon_2_attacks,weapon_2_dmg_crit,weapon_2_dmg_hit,weapon_2_max_range,weapon_2_min_range,weapon_2_runemark,weapon_2_strength
340,d44b75b4,Ushkor,Beasts of Chaos,Grashrak's Despoilers,chaos,5,3,10,['scout'],85,2,3,1,1,0,dagger,3,2.0,3.0,1.0,15.0,3.0,ranged,3.0
341,6d70c1b4,Draknar,Beasts of Chaos,Grashrak's Despoilers,chaos,5,4,18,['warrior'],125,3,5,2,1,0,axe,4,,,,,,,
342,c810fb18,Grashrak Fellhoof,Beasts of Chaos,Grashrak's Despoilers,chaos,5,4,25,"['hero', 'mystic']",185,3,4,2,2,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
343,bb6c553d,Gloryseeker with Greataxe,Darkoath Savagers,,chaos,4,3,10,[],65,2,4,2,1,0,axe,4,,,,,,,
344,fca5f20c,Gloryseeker with Paired Weapons,Darkoath Savagers,,chaos,4,3,10,[],70,4,3,1,1,0,axe,4,,,,,,,
345,3f9e142c,Gloryseeker with Shield,Darkoath Savagers,,chaos,4,4,10,[],70,3,3,1,1,0,sword,4,,,,,,,
346,142a930a,Gloryseeker with Spear,Darkoath Savagers,,chaos,4,3,10,[],75,3,4,1,2,0,spear,4,,,,,,,
347,bdbaba1c,God-speaker,Darkoath Savagers,,chaos,4,3,12,['mystic'],105,3,3,1,1,0,dagger,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
348,5895088c,Wrathtouched,Darkoath Savagers,,chaos,4,4,15,['berserker'],105,4,5,1,1,0,claws,4,,,,,,,
349,8d9ed7ad,Proven with Greatblade,Darkoath Savagers,,chaos,4,4,15,[],115,4,4,2,1,0,sword,4,,,,,,,
350,26424ec8,Proven with Greatflail,Darkoath Savagers,,chaos,4,4,15,[],115,3,4,2,3,0,reach,4,,,,,,,
351,7cd19807,Proven with Greatspear,Darkoath Savagers,,chaos,4,4,15,[],125,3,5,2,2,0,spear,5,,,,,,,
352,10435bcb,Proven with Greataxe,Darkoath Savagers,,chaos,4,4,15,[],130,3,5,3,1,0,axe,5,,,,,,,
353,925b24db,Slaughterborn with Greataxe,Darkoath Savagers,,chaos,4,4,20,['hero'],180,4,5,3,1,0,axe,6,,,,,,,
354,3740c412,Slaughterborn with Greatblade,Darkoath Savagers,,chaos,4,4,20,['hero'],180,5,5,2,1,0,sword,5,,,,,,,
355,4ef0a642,Daemonette,Hedonites of Slaanesh: Daemons,,chaos,5,3,10,['warrior'],75,4,4,1,1,0,claws,3,,,,,,,
356,4c1e8f56,Allurer,Hedonites of Slaanesh: Daemons,,chaos,5,3,15,"['hero', 'warrior']",125,5,4,2,1,0,axe,3,,,,,,,
357,fc8f5205,Hellstrider with Claw-spear,Hedonites of Slaanesh: Daemons,,chaos,10,4,20,"['destroyer', 'mount']",135,3,4,1,2,0,claws,3,,,,,,,
358,b3ecbae3,Hellstrider with Hellscourge,Hedonites of Slaanesh: Daemons,,chaos,10,4,20,['mount'],135,4,3,1,3,0,reach,3,,,,,,,
359,833d0c28,Seeker of Slaanesh,Hedonites of Slaanesh: Daemons,,chaos,10,3,20,"['warrior', 'mount']",145,5,4,1,1,0,claws,3,,,,,,,
360,c726dd68,Viceleader,Hedonites of Slaanesh: Daemons,,chaos,5,3,20,"['hero', 'warrior']",145,5,4,2,1,0,claws,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
361,fd9087c8,Fiend,Hedonites of Slaanesh: Daemons,,chaos,8,3,25,['agile'],160,4,4,2,1,0,claws,3,,,,,,,
362,4781bd19,Infernal Enrapturess,Hedonites of Slaanesh: Daemons,,chaos,4,3,22,"['hero', 'mystic']",165,3,4,2,1,0,claws,3,4.0,4.0,1.0,15.0,3.0,blast,3.0
363,705b68b8,Hellreaver with Claw-spear,Hedonites of Slaanesh: Daemons,,chaos,10,4,25,"['hero', 'destroyer', 'mount']",180,4,4,1,2,0,claws,3,,,,,,,
364,3393e731,Heartseeker,Hedonites of Slaanesh: Daemons,,chaos,10,3,25,"['hero', 'warrior', 'mount']",195,5,4,2,1,0,claws,3,,,,,,,
365,1afe3c1c,Blissbringer,Hedonites of Slaanesh: Daemons,,chaos,8,3,30,"['hero', 'agile']",205,5,4,2,1,0,claws,3,,,,,,,
366,b4eae1e8,The Contorted Epitome,Hedonites of Slaanesh: Daemons,,chaos,10,3,25,"['hero', 'terrifying']",220,6,4,2,1,0,claws,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
367,a9593653,Vexmor,Hedonites of Slaanesh: Daemons,Thricefold Discord,chaos,3,6,25,"['hero', 'brute']",160,1,10,5,2,0,spear,10,,,,,,,
368,9d52fbc0,Vashtiss the Coiled,Hedonites of Slaanesh: Daemons,Thricefold Discord,chaos,4,3,16,"['hero', 'mystic']",115,3,4,2,2,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
369,67c45005,"Lascivyr, the Bladed Blessing",Hedonites of Slaanesh: Daemons,Thricefold Discord,chaos,6,3,16,"['hero', 'frenzied']",135,6,3,2,1,0,dagger,3,,,,,,,
370,18631d5e,Shatterer,Horns of Hashut,,chaos,4,3,10,[],60,3,4,1,2,0,spear,3,,,,,,,
371,c723653b,Demolisher with Crushing Weapon and Shield,Horns of Hashut,,chaos,4,5,12,['warrior'],105,3,4,2,1,0,club,3,,,,,,,
372,270f5b6c,Demolisher with Crushing Weapons,Horns of Hashut,,chaos,4,4,12,['warrior'],105,4,4,2,1,0,club,3,,,,,,,
373,43f8944f,Demolisher with Flamehurler,Horns of Hashut,,chaos,4,4,12,"['frenzied', 'warrior']",140,2,3,1,1,0,unarmed,3,3.0,5.0,1.0,6.0,0.0,blast,5.0
374,3334417c,Ruinator,Horns of Hashut,,chaos,4,4,15,"['brute', 'warrior']",125,4,4,2,1,0,bident,4,,,,,,,
375,a8ec49c8,Ruinator Alpha with Heavy Flail,Horns of Hashut,,chaos,4,4,20,"['brute', 'hero', 'warrior']",165,4,4,2,2,0,club,4,,,,,,,
376,6e00cdd3,Ruinator Alpha with War Bident,Horns of Hashut,,chaos,4,4,20,"['brute', 'hero', 'warrior']",165,3,5,2,2,0,bident,4,,,,,,,
377,d32fb6ba,Bloodreaver with Meatripper Axe,Blades of Khorne: Bloodbound,,chaos,5,3,10,[],65,3,3,1,1,0,axe,4,,,,,,,
378,6fa3829c,Bloodreaver with Reaver Blades,Blades of Khorne: Bloodbound,,chaos,5,3,10,[],65,4,3,1,1,0,axe,3,,,,,,,
379,3af7fec3,Blood Warrior with Goreaxe and Gorefist,Blades of Khorne: Bloodbound,,chaos,4,4,15,['bulwark'],100,3,4,2,1,0,axe,4,,,,,,,
380,fb322974,Blood Warrior with Goreglaive,Blades of Khorne: Bloodbound,,chaos,4,4,15,[],110,3,5,2,1,0,axe,5,,,,,,,
381,87153906,Blood Warrior with Pair of Goreaxes,Blades of Khorne: Bloodbound,,chaos,4,4,15,[],110,4,4,2,1,0,axe,4,,,,,,,
382,811b35cc,Bloodreaver Chieftain,Blades of Khorne: Bloodbound,,chaos,5,3,15,['hero'],120,5,4,2,1,0,axe,3,,,,,,,
383,05a4c6b4,Skullreaper,Blades of Khorne: Bloodbound,,chaos,4,4,20,['destroyer'],130,4,4,2,1,0,axe,4,,,,,,,
384,5584f517,Chaos Champion,Blades of Khorne: Bloodbound,,chaos,4,4,20,"['hero', 'bulwark']",140,4,4,2,1,0,axe,4,,,,,,,
385,98435f2d,Wrathmonger,Blades of Khorne: Bloodbound,,chaos,4,4,20,['frenzied'],140,5,4,1,2,0,reach,4,,,,,,,
386,559f286c,Bloodsecrator,Blades of Khorne: Bloodbound,,chaos,4,5,25,"['hero', 'icon-bearer']",160,3,5,2,1,0,axe,4,,,,,,,
387,23e300d7,Skullseeker,Blades of Khorne: Bloodbound,,chaos,4,4,25,"['hero', 'destroyer']",160,4,4,2,1,0,axe,4,,,,,,,
388,ddd14dc6,Aspiring Deathbringer,Blades of Khorne: Bloodbound,,chaos,4,5,25,['hero'],165,4,4,2,1,0,axe,4,,,,,,,
389,95cd6182,Bloodstoker,Blades of Khorne: Bloodbound,,chaos,4,4,25,"['hero', 'trapper']",165,4,4,2,1,0,dagger,4,3.0,4.0,1.0,3.0,0.0,reach,4.0
390,13f5bb8d,Flesh Hound,Blades of Khorne: Bloodbound,,chaos,8,4,20,['beast'],180,4,4,2,1,0,fangs,4,,,,,,,
391,55ff1296,Skullgrinder,Blades of Khorne: Bloodbound,,chaos,4,5,28,['hero'],180,2,6,3,2,0,reach,5,,,,,,,
392,3c23da85,Exalted Deathbringer with Impaling Spear,Blades of Khorne: Bloodbound,,chaos,4,4,28,['hero'],185,3,6,3,2,0,spear,4,,,,,,,
393,43ff3553,Exalted Deathbringer with Ruinous Axe,Blades of Khorne: Bloodbound,,chaos,4,4,28,['hero'],185,4,5,3,1,0,axe,4,,,,,,,
394,78231166,Slaughterpriest with Wrath-hammer and Hackblade,Blades of Khorne: Bloodbound,,chaos,4,4,30,"['hero', 'priest']",185,4,4,2,1,0,sword,4,3.0,4.0,1.0,3.0,0.0,reach,4.0
395,fc268557,Slaughterpriest with Bloodbathed Axe,Blades of Khorne: Bloodbound,,chaos,4,4,30,"['hero', 'priest']",195,3,5,3,2,0,axe,4,,,,,,,
396,743cfea8,Khorgorath,Blades of Khorne: Bloodbound,,chaos,4,4,30,['ferocious'],205,3,8,4,1,0,claws,5,,,,,,,
397,8ac2e833,Mighty Skullcrusher with Bloodglaive,Blades of Khorne: Bloodbound,,chaos,6,6,30,['mount'],210,3,6,2,2,0,spear,5,,,,,,,
398,12d7cc73,Mighty Skullcrusher with Ensorcelled Axe,Blades of Khorne: Bloodbound,,chaos,6,6,30,['mount'],210,4,5,2,1,0,axe,4,,,,,,,
399,f4bd8604,Wrathmaster,Blades of Khorne: Bloodbound,,chaos,4,4,25,"['hero', 'frenzied']",210,6,4,2,2,0,reach,4,,,,,,,
400,191f2f84,Mighty Lord of Khorne,Blades of Khorne: Bloodbound,,chaos,4,5,32,"['hero', 'champion']",215,5,5,2,1,0,axe,4,,,,,,,
401,5ec5fd0c,Skullhunter,Blades of Khorne: Bloodbound,,chaos,6,6,35,"['hero', 'mount']",260,5,5,2,1,0,axe,4,,,,,,,
402,7ccb3e43,Mighty Lord of Khorne on Juggernaut,Blades of Khorne: Bloodbound,,chaos,6,6,38,"['hero', 'mount']",280,5,6,2,1,0,axe,4,,,,,,,
403,229cb33e,Arnulf,Blades of Khorne: Bloodbound,Garrek's Reavers,chaos,5,3,12,[],70,4,3,1,1,0,axe,3,,,,,,,
404,95b69c8d,Targor,Blades of Khorne: Bloodbound,Garrek's Reavers,chaos,5,3,12,[],70,4,3,1,1,0,axe,3,,,,,,,
405,d93a8925,Karsus the Chained,Blades of Khorne: Bloodbound,Garrek's Reavers,chaos,5,4,12,['berserker'],120,4,4,2,3,0,reach,3,,,,,,,
406,eb787473,Blooded Saek,Blades of Khorne: Bloodbound,Garrek's Reavers,chaos,5,4,12,[],115,3,5,3,1,0,axe,4,,,,,,,
407,9a693167,Garrek Gorebeard,Blades of Khorne: Bloodbound,Garrek's Reavers,chaos,5,4,22,['hero'],170,5,4,2,1,0,axe,3,,,,,,,
408,742ef8d7,Skullgrinder Herax,Blades of Khorne: Bloodbound,Gorechosen of Dromm,chaos,4,5,24,['elite'],155,2,6,3,1,0,club,5,,,,,,,
409,b850aa39,"Dromm, Wounder of Worlds",Blades of Khorne: Bloodbound,Gorechosen of Dromm,chaos,4,4,30,"['hero', 'priest']",205,3,4,2,2,0,axe,5,,,,,,,
410,8293a286,The Gorehulk,Blades of Khorne: Bloodbound,Gorechosen of Dromm,chaos,4,5,36,['brute'],225,4,4,3,1,0,unarmed,6,,,,,,,
411,30840ed1,Ghartok Flayskull,Blades of Khorne: Bloodbound,Magore's Fiends,chaos,4,4,16,['bulwark'],95,3,4,2,1,0,axe,3,,,,,,,
412,48ebc78c,Zharkus the Bloodsighted,Blades of Khorne: Bloodbound,Magore's Fiends,chaos,4,4,16,['bulwark'],95,3,4,2,1,0,axe,3,,,,,,,
413,36cbb938,Magore Redhand,Blades of Khorne: Bloodbound,Magore's Fiends,chaos,4,4,26,['hero'],155,4,4,2,1,0,axe,4,,,,,,,
414,47baf393,Riptooth,Blades of Khorne: Bloodbound,Magore's Fiends,chaos,8,4,22,['beast'],185,4,4,2,1,0,fangs,4,,,,,,,
415,gi2vc1re,Deathbringer,Blades of Khorne: Bloodbound,,chaos,4,5,26,"['hero', 'warrior']",180,3,4,3,1,0,axe,5,,,,,,,
416,64mdxku6,Realmgore Ritualist,Blades of Khorne: Bloodbound,,chaos,4,3,18,"['hero', 'priest', 'mystic']",130,3,4,2,1,0,dagger,4,,,,,,,
417,d20f8ed3,Kamandora,Blades of Khorne: Bloodbound,Kamandora's Blades,chaos,5,3,25,['hero'],90,4,5,1,1,0,dagger,2,,,,,,,
418,f34cc7da,Throkk,Blades of Khorne: Bloodbound,Kamandora's Blades,chaos,5,3,12,[],95,3,4,3,1,0,axe,3,,,,,,,
419,e77ca73d,Ghalista,Blades of Khorne: Bloodbound,Kamandora's Blades,chaos,5,3,12,[],70,3,3,1,1,0,dagger,3,,,,,,,
420,68e1ae42,Antro Krast,Blades of Khorne: Bloodbound,Kamandora's Blades,chaos,5,3,12,[],70,3,3,1,1,0,dagger,3,,,,,,,
421,8e677135,Kannat,Blades of Khorne: Bloodbound,Kamandora's Blades,chaos,6,3,6,['beast'],70,2,2,1,1,0,claws,3,,,,,,,
422,1e1133a3,Tzaangor with Pair of Savage Blades,Disciples of Tzeentch: Arcanites,,chaos,5,3,15,[],75,3,4,1,1,0,sword,3,,,,,,,
423,fb90f3c9,Tzaangor with Savage Blade and Arcanite Shield,Disciples of Tzeentch: Arcanites,,chaos,5,4,15,[],80,2,4,1,1,0,sword,3,,,,,,,
424,bf25dc84,Tzaangor Mutant,Disciples of Tzeentch: Arcanites,,chaos,5,3,15,['brute'],85,4,4,1,1,0,sword,3,,,,,,,
425,3118b3bc,Kairic Acolyte with Paired Cursed Blades,Disciples of Tzeentch: Arcanites,,chaos,4,3,10,[],75,4,3,1,1,0,sword,3,2.0,3.0,1.0,15.0,3.0,blast,3.0
426,1aa0e428,Kairic Acolyte with Vulcharc,Disciples of Tzeentch: Arcanites,,chaos,4,3,10,['scout'],70,3,3,1,1,0,sword,3,2.0,3.0,1.0,15.0,3.0,blast,3.0
427,0caa98da,Kairic Acolyte with Cursed Blade and Arcanite Shield,Disciples of Tzeentch: Arcanites,,chaos,4,4,10,[],75,3,3,1,1,0,sword,3,2.0,3.0,1.0,15.0,3.0,blast,3.0
428,4679f5e6,Kairic Acolyte with Cursed Glaive and Arcanite Shield,Disciples of Tzeentch: Arcanites,,chaos,4,4,10,[],75,2,4,1,2,0,spear,3,2.0,3.0,1.0,15.0,3.0,blast,3.0
429,d6bf7d5d,Kairic Acolyte with Scroll of Dark Arts,Disciples of Tzeentch: Arcanites,,chaos,4,4,10,[],95,2,3,1,1,0,sword,3,2.0,4.0,1.0,15.0,3.0,blast,4.0
430,b248c71f,Tzaangor with Savage Greatblade,Disciples of Tzeentch: Arcanites,,chaos,5,3,15,[],105,3,5,2,1,0,sword,4,,,,,,,
431,341cf8f7,Kairic Adept,Disciples of Tzeentch: Arcanites,,chaos,4,4,15,['hero'],130,2,4,1,2,0,spear,3,3.0,3.0,1.0,15.0,3.0,blast,3.0
432,0cdaf478,Twistbray,Disciples of Tzeentch: Arcanites,,chaos,5,4,20,['hero'],140,3,4,2,1,0,sword,4,,,,,,,
433,756b4c29,Tzaangor Enlightened,Disciples of Tzeentch: Arcanites,,chaos,5,4,18,['destroyer'],150,4,4,2,2,0,spear,4,,,,,,,
434,55b01f5d,Magister,Disciples of Tzeentch: Arcanites,,chaos,4,3,20,['hero'],155,3,4,1,1,0,sword,4,2.0,6.0,3.0,15.0,3.0,blast,3.0
435,9dea6c10,Gaunt Summoner of Tzeentch,Disciples of Tzeentch: Arcanites,,chaos,4,3,22,"['hero', 'berserker']",165,3,4,1,1,0,sword,4,2.0,6.0,3.0,15.0,3.0,blast,3.0
436,3492cfca,Enlightened Aviarch,Disciples of Tzeentch: Arcanites,,chaos,5,4,22,"['hero', 'destroyer']",200,5,4,2,2,0,spear,4,,,,,,,
437,55f89eac,"Curseling, Eye of Tzeentch",Disciples of Tzeentch: Arcanites,,chaos,4,5,28,['hero'],205,4,5,2,2,0,sword,4,2.0,6.0,3.0,7.0,3.0,blast,3.0
438,47aaca70,Tzaangor Enlightened on Disc of Tzeentch,Disciples of Tzeentch: Arcanites,,chaos,10,4,22,"['fly', 'destroyer']",220,4,4,2,2,0,spear,4,,,,,,,
439,5e8e7454,Ogroid Thaumaturge,Disciples of Tzeentch: Arcanites,,chaos,4,4,32,"['hero', 'ferocious']",225,4,5,2,2,0,club,5,2.0,6.0,3.0,15.0,3.0,blast,3.0
440,31b7fbbf,Tzaangor Skyfire,Disciples of Tzeentch: Arcanites,,chaos,10,4,18,"['fly', 'frenzied']",225,4,4,2,1,0,fangs,4,2.0,5.0,2.0,20.0,3.0,ranged,4.0
441,6ee0e3d3,Magister on Disc of Tzeentch,Disciples of Tzeentch: Arcanites,,chaos,10,4,25,"['fly', 'hero']",245,4,4,2,1,0,fangs,4,2.0,6.0,3.0,15.0,3.0,blast,3.0
442,8513f27f,Tzaangor Shaman,Disciples of Tzeentch: Arcanites,,chaos,10,4,28,"['fly', 'hero']",250,4,4,2,1,0,fangs,4,2.0,6.0,3.0,15.0,3.0,blast,3.0
443,73362482,Fatemaster,Disciples of Tzeentch: Arcanites,,chaos,10,4,25,"['fly', 'hero', 'champion']",255,4,5,2,2,0,sword,4,,,,,,,
444,45571dd4,Gaunt Summoner on Disc of Tzeentch,Disciples of Tzeentch: Arcanites,,chaos,10,3,28,"['fly', 'hero', 'berserker']",255,4,4,2,1,0,fangs,4,2.0,6.0,3.0,15.0,3.0,blast,3.0
445,22ec204d,Enlightened Aviarch on Disc of Tzeentch,Disciples of Tzeentch: Arcanites,,chaos,10,4,26,"['hero', 'destroyer', 'fly']",275,5,4,2,2,0,spear,4,,,,,,,
446,c774f064,Skyfire Aviarch,Disciples of Tzeentch: Arcanites,,chaos,10,4,22,"['fly', 'hero', 'frenzied']",290,4,4,2,1,0,fangs,4,3.0,5.0,2.0,20.0,3.0,ranged,4.0
447,df9337b5,Eyes of the Nine Brimstone Horrors,Disciples of Tzeentch: Arcanites,Eyes of the Nine,chaos,4,3,6,['minion'],0,3,2,1,1,0,claws,3,2.0,2.0,1.0,10.0,3.0,blast,3.0
448,7b98e75f,Eyes of the Nine Blue Horror,Disciples of Tzeentch: Arcanites,Eyes of the Nine,chaos,4,3,8,['warrior'],90,3,3,1,1,0,claws,3,2.0,3.0,1.0,10.0,3.0,blast,3.0
449,3356996c,Narvia,Disciples of Tzeentch: Arcanites,Eyes of the Nine,chaos,4,4,10,[],75,3,3,1,1,0,sword,3,2.0,3.0,1.0,10.0,3.0,blast,3.0
450,6b06527b,Turosh,Disciples of Tzeentch: Arcanites,Eyes of the Nine,chaos,4,4,10,[],75,3,3,1,1,0,sword,3,2.0,3.0,1.0,10.0,3.0,blast,3.0
451,4b7ae50d,K'Charik,Disciples of Tzeentch: Arcanites,Eyes of the Nine,chaos,5,4,16,['elite'],125,3,5,2,1,0,sword,4,,,,,,,
452,2f93da8a,Vortemis the All-seeing,Disciples of Tzeentch: Arcanites,Eyes of the Nine,chaos,4,3,22,['hero'],150,3,4,1,1,0,club,4,2.0,6.0,3.0,10.0,3.0,blast,3.0
453,5fde0ee8,Mirefolk Outcast with Bilewood Weapons,Rotmire Creed,,chaos,4,3,10,['scout'],65,4,3,1,1,0,club,3,,,,,,,
454,ba18c8ea,Mirefolk Outcast with Bilewood Weapon and Shield,Rotmire Creed,,chaos,4,4,10,['scout'],75,3,4,1,2,0,spear,3,,,,,,,
455,9eaa12db,Carrion Catcher with Snatcher-hook,Rotmire Creed,,chaos,4,4,12,"['scout', 'destroyer']",100,3,4,2,2,0,hook,4,,,,,,,
456,1988c69e,Carrion Catcher with Impaler,Rotmire Creed,,chaos,4,4,12,['scout'],105,3,5,2,2,0,scythe,4,,,,,,,
457,680fcbe7,Bloated one with Raker-claw and Hooked Net,Rotmire Creed,,chaos,4,4,18,"['brute', 'trapper']",140,4,5,2,1,0,claws,4,,,,,,,
458,d3377614,Bloated One with Raker-claws,Rotmire Creed,,chaos,4,4,18,['brute'],145,5,5,2,1,0,claws,4,,,,,,,
459,6407f2f9,Witherlord,Rotmire Creed,,chaos,4,4,20,"['hero', 'destroyer']",175,4,5,3,2,0,hook,4,,,,,,,
460,a0c7c03d,Putrid Blightking with Blighted Weapon,Maggotkin of Nurgle: Rotbringers,,chaos,3,4,25,[],110,3,4,2,1,0,axe,4,,,,,,,
461,5e06958f,Putrid Blightking with Filth-encrusted Shield,Maggotkin of Nurgle: Rotbringers,,chaos,3,5,25,[],110,2,4,2,1,0,axe,4,,,,,,,
462,693c826f,Putrid Blightking Icon Bearer,Maggotkin of Nurgle: Rotbringers,,chaos,3,4,25,['icon-bearer'],115,3,4,2,1,0,sword,4,,,,,,,
463,c4653f51,Putrid Blightking with Sonorous Tocsin,Maggotkin of Nurgle: Rotbringers,,chaos,3,4,25,['champion'],120,4,4,1,2,0,reach,4,,,,,,,
464,b5374eef,Rotbringer Sorcerer,Maggotkin of Nurgle: Rotbringers,,chaos,3,3,22,"['hero', 'mystic']",125,3,4,1,2,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
465,8391675f,Putrid Blightking Blightlord,Maggotkin of Nurgle: Rotbringers,,chaos,3,4,30,['hero'],135,3,5,2,1,0,axe,4,,,,,,,
466,8ad9b33a,Lord of Blights,Maggotkin of Nurgle: Rotbringers,,chaos,3,5,32,"['hero', 'bulwark']",160,3,5,2,1,0,hammer,4,,,,,,,
467,167f9948,Lord of Plagues,Maggotkin of Nurgle: Rotbringers,,chaos,3,4,32,['hero'],160,3,5,3,1,0,axe,5,,,,,,,
468,f1437afa,Harbinger of Decay,Maggotkin of Nurgle: Rotbringers,,chaos,6,4,25,"['hero', 'terrifying', 'mount']",165,4,4,2,2,0,scythe,4,,,,,,,
469,537fc489,Pusgoyle Blightlord,Maggotkin of Nurgle: Rotbringers,,chaos,6,4,38,"['destroyer', 'fly']",260,4,5,2,2,0,scythe,5,,,,,,,
470,cfb33ba1,Lord of Afflictions,Maggotkin of Nurgle: Rotbringers,,chaos,6,4,42,"['fly', 'hero', 'destroyer']",320,4,5,3,2,0,axe,5,,,,,,,
471,d22aa232,Sepsimus the Plaguesworn,Maggotkin of Nurgle: Rotbringers,The Wurmspat,chaos,3,4,26,[],110,3,5,1,2,0,spear,4,,,,,,,
472,6ecb17bc,Ghulgoch the Butcher,Maggotkin of Nurgle: Rotbringers,The Wurmspat,chaos,3,4,26,['beast'],100,4,4,2,1,0,axe,4,,,,,,,
473,7d372b98,Fecula Flyblown,Maggotkin of Nurgle: Rotbringers,The Wurmspat,chaos,3,4,28,"['hero', 'mystic']",170,3,4,1,2,0,club,4,2.0,6.0,3.0,7.0,3.0,blast,3.0
474,75a035fc,Harbinger of Decay with Doom Bell,Maggotkin of Nurgle: Rotbringers,,chaos,6,4,25,"['hero', 'priest']",150,3,4,2,1,0,scythe,3,,,,,,,
475,17aa80a6,Gorger with Club,Gorger Mawpack,,destruction,5,3,30,['beast'],175,3,6,3,1,0,club,5,,,,,,,
476,d7c8e406,Gorger,Gorger Mawpack,,destruction,5,3,30,['beast'],180,4,5,3,1,0,claws,4,,,,,,,
477,9bfb3829,Gorger with Great Club,Gorger Mawpack,,destruction,5,3,30,"['beast', 'destroyer']",185,2,8,4,2,0,club,6,,,,,,,
478,2046056e,Cave Howler,Gorger Mawpack,,destruction,5,3,30,"['beast', 'berserker']",220,5,6,3,1,0,claws,4,,,,,,,
479,8b4dc952,Clawback,Gorger Mawpack,,destruction,5,3,35,['hero'],235,4,6,3,1,0,club,5,,,,,,,
480,eb92f059,Gnoblar,Ogor Mawtribes,,destruction,4,3,6,['trapper'],50,3,3,1,1,0,dagger,2,,,,,,,
481,1e24e8d2,Frost Sabre,Ogor Mawtribes,,destruction,8,4,16,['beast'],175,4,5,2,1,0,fangs,4,,,,,,,
482,cf6687da,Leadbelcher,Ogor Mawtribes,,destruction,4,4,28,"['brute', 'destroyer']",185,3,4,2,1,0,unarmed,4,3.0,4.0,2.0,10.0,3.0,ranged,4.0
483,ca799170,Ogor Glutton with Ironfist,Ogor Mawtribes,,destruction,4,5,28,"['brute', 'bulwark']",190,3,6,3,1,0,sword,5,,,,,,,
484,faa75125,Gorger,Ogor Mawtribes,,destruction,5,3,30,"['agile', 'brute']",195,4,6,3,1,0,fangs,4,,,,,,,
485,ee523132,Ogor Glutton with Clubs,Ogor Mawtribes,,destruction,4,4,28,['brute'],200,4,6,3,1,0,club,5,,,,,,,
486,37834833,Icefall Yhetee,Ogor Mawtribes,,destruction,8,4,25,['agile'],205,4,5,2,1,0,club,4,,,,,,,
487,c4237531,Maneater,Ogor Mawtribes,,destruction,4,4,30,['brute'],205,4,6,3,1,0,sword,5,2.0,4.0,2.0,8.0,0.0,ranged,4.0
488,47f37af3,Thunderfist,Ogor Mawtribes,,destruction,4,4,32,"['hero', 'brute', 'destroyer']",215,4,4,2,1,0,unarmed,4,3.0,4.0,2.0,10.0,3.0,ranged,4.0
489,77988e63,Butcher,Ogor Mawtribes,,destruction,4,4,38,"['hero', 'brute', 'mystic']",225,3,6,3,1,0,axe,5,3.0,6.0,3.0,7.0,3.0,blast,3.0
490,f2cc1f80,Firebelly,Ogor Mawtribes,,destruction,4,4,38,"['hero', 'brute', 'frenzied']",230,2,8,4,2,0,hammer,5,3.0,6.0,3.0,7.0,3.0,blast,3.0
491,25ae1b9a,Irongut,Ogor Mawtribes,,destruction,4,5,28,['brute'],235,3,8,4,2,0,club,6,,,,,,,
492,51c6100b,Crusher,Ogor Mawtribes,,destruction,4,4,32,"['hero', 'brute', 'bulwark']",265,4,8,4,1,0,club,5,,,,,,,
493,19d4f26e,Gutlord,Ogor Mawtribes,,destruction,4,5,32,"['hero', 'brute']",300,3,10,5,2,0,sword,6,,,,,,,
494,79fc7799,Icebrow Hunter,Ogor Mawtribes,,destruction,4,4,40,"['hero', 'brute', 'scout']",280,3,8,4,2,0,club,5,2.0,4.0,2.0,8.0,0.0,ranged,5.0
495,66278adf,Mournfang Rider with Culling Club and Ironfist,Ogor Mawtribes,,destruction,8,4,35,"['brute', 'bulwark', 'mount']",295,4,6,3,1,0,club,5,,,,,,,
496,6d14979f,Mournfang Rider with Gargant Hacker,Ogor Mawtribes,,destruction,8,4,35,"['brute', 'mount']",300,3,8,4,2,0,axe,5,,,,,,,
497,13c9ffda,Tyrant,Ogor Mawtribes,,destruction,4,5,42,"['hero', 'brute', 'champion']",325,4,8,4,2,0,spear,6,2.0,4.0,2.0,8.0,0.0,ranged,4.0
498,ab015348,Skalg,Ogor Mawtribes,,destruction,8,4,40,"['hero', 'brute', 'mount']",355,3,8,4,2,0,club,5,2.0,4.0,2.0,8.0,0.0,ranged,4.0
499,6be53983,Bloodpelt Hunter,Ogor Mawtribes,,destruction,5,4,30,"['hero', 'ferocious']",280,3,5,3,2,0,spear,5,2.0,5.0,3.0,8.0,3.0,ranged,6.0
500,a5a705f7,Peggz,Ogor Mawtribes,Blackpowder's Buccaneers,destruction,4,3,6,['scout'],50,3,3,1,1,0,dagger,2,,,,,,,
